out_public_key,in_public_key,datetime,trust
2717,2718,2012-09-30T12:27:41.292990,1
2717,2712,2012-09-30T12:24:26.995510,3
2712,2717,2012-09-30T10:30:00.629100,3
1735,2716,2012-09-30T09:16:52.734010,1
35,2715,2012-09-30T09:13:29.216670,1
35,2587,2012-09-30T09:13:21.623460,1
35,2658,2012-09-30T09:13:11.422800,1
2299,1948,2012-09-30T06:57:24.742360,1
1584,2198,2012-09-30T02:44:29.063230,1
2028,2491,2012-09-29T23:40:06.960840,3
2491,2028,2012-09-29T23:39:42.957410,7
2635,242,2012-09-29T23:24:57.572590,1
2524,62,2012-09-29T18:53:30.100410,1
2524,2642,2012-09-29T18:52:56.114100,1
2524,1541,2012-09-29T18:51:18.500260,1
2524,2072,2012-09-29T18:51:00.499160,1
2524,871,2012-09-29T18:49:13.026160,1
2713,2524,2012-09-29T18:48:41.952650,1
1629,1919,2012-09-29T18:38:48.539750,2
2524,2713,2012-09-29T18:38:25.908780,1
2028,1502,2012-09-29T18:04:23.934270,1
1502,2028,2012-09-29T18:04:16.319550,1
2266,2198,2012-09-29T17:54:39.081430,2
2067,2096,2012-09-29T14:42:05.182970,-10
2635,2636,2012-09-29T13:40:48.930960,-10
1832,905,2012-09-29T12:43:26.384570,2
2711,1,2012-09-29T07:13:09.556350,10
2711,2198,2012-09-29T05:25:40.115650,1
2710,2198,2012-09-29T04:04:25.227690,2
2635,2660,2012-09-29T03:27:27.315820,-10
2710,2535,2012-09-29T01:50:09.765050,1
2535,2710,2012-09-29T01:40:48.123650,1
2563,546,2012-09-28T23:37:15.900680,2
1810,2701,2012-09-28T23:33:42.610830,-10
1810,2704,2012-09-28T23:33:22.740100,-10
1810,2705,2012-09-28T23:33:01.561390,-10
1386,2709,2012-09-28T23:32:50.950890,-10
1386,2708,2012-09-28T23:32:31.438760,-10
1386,2707,2012-09-28T23:32:11.362780,-10
1386,2706,2012-09-28T23:31:54.462160,-10
1810,2703,2012-09-28T23:31:54.217300,-10
1386,2702,2012-09-28T23:28:58.508260,-10
1386,2701,2012-09-28T23:28:51.957940,-10
1386,2574,2012-09-28T23:27:02.499020,-10
1386,2703,2012-09-28T23:25:44.917360,-10
1386,2705,2012-09-28T23:25:37.222480,-10
1386,2704,2012-09-28T23:25:25.542670,-10
2705,2704,2012-09-28T23:24:51.299190,3
2704,2705,2012-09-28T23:24:41.916840,1
2703,2704,2012-09-28T23:22:52.967600,4
2700,2703,2012-09-28T23:21:11.575710,5
2574,2700,2012-09-28T23:19:32.309090,10
2491,1899,2012-09-28T23:05:10.004050,2
1849,2657,2012-09-28T22:33:45.022830,-10
2067,25,2012-09-28T21:58:47.765910,-10
1670,304,2012-09-28T21:38:40.589340,5
304,492,2012-09-28T21:35:31.564540,1
304,186,2012-09-28T21:34:57.018110,1
304,2296,2012-09-28T21:26:24.665900,3
1363,2702,2012-09-28T20:49:06.090450,-10
1363,2701,2012-09-28T20:49:05.449230,-10
1363,2700,2012-09-28T20:49:05.231400,-10
2700,2701,2012-09-28T20:45:42.977530,5
2700,2702,2012-09-28T20:45:23.956650,3
2701,2700,2012-09-28T20:44:39.138730,5
2701,2702,2012-09-28T20:44:06.951220,5
2702,2700,2012-09-28T20:43:32.291130,5
2702,2701,2012-09-28T20:43:21.236490,1
2574,2702,2012-09-28T20:42:47.501520,5
2574,2701,2012-09-28T20:41:38.683510,2
1953,1331,2012-09-28T20:39:43.550700,2
2173,246,2012-09-28T19:56:44.861180,1
1352,197,2012-09-28T17:40:53.752890,1
1810,2699,2012-09-28T17:31:29.283810,-10
1529,1352,2012-09-28T17:20:26.454850,1
2699,2674,2012-09-28T17:09:41.570570,10
2672,2699,2012-09-28T17:08:19.013900,3
2674,2672,2012-09-28T17:07:51.589630,10
2674,2699,2012-09-28T17:07:07.247300,3
1919,2574,2012-09-28T16:50:56.632680,-2
1289,2125,2012-09-28T16:43:01.254100,2
1810,2574,2012-09-28T16:41:34.717890,-10
2125,1289,2012-09-28T16:41:21.343220,1
1810,2697,2012-09-28T16:40:35.401310,-10
1810,2698,2012-09-28T16:40:07.811390,-10
1810,2694,2012-09-28T16:39:37.263140,-10
2694,2698,2012-09-28T16:29:59.154460,1
2694,2697,2012-09-28T16:29:43.465170,1
2696,1899,2012-09-28T16:20:51.966190,1
1899,2696,2012-09-28T16:17:43.461250,1
2695,2694,2012-09-28T15:46:20.867020,4
2574,2695,2012-09-28T15:46:03.622580,3
2574,2694,2012-09-28T14:34:10.341930,1
2123,1832,2012-09-28T13:21:16.265940,1
1832,2123,2012-09-28T13:18:48.416400,1
2123,1896,2012-09-28T12:35:08.951860,1
2485,2681,2012-09-28T10:01:09.449420,1
2681,2485,2012-09-28T09:54:32.585780,2
1396,1529,2012-09-28T08:59:01.696470,2
2427,2693,2012-09-28T08:45:26.542470,1
35,1781,2012-09-28T07:53:34.831060,7
2588,2296,2012-09-28T06:27:59.826430,1
2296,2588,2012-09-28T06:26:58.845940,1
1352,1953,2012-09-28T06:17:31.160900,3
1352,1529,2012-09-28T06:16:16.628310,1
1352,1565,2012-09-28T06:08:54.386060,1
1352,1967,2012-09-28T06:07:32.708840,1
2030,2296,2012-09-28T05:54:33.691660,5
1352,61,2012-09-28T05:51:20.308150,-1
1352,41,2012-09-28T05:44:50.676720,3
2070,1948,2012-09-28T03:19:51.257210,8
2686,1919,2012-09-28T02:30:52.140680,1
1885,2296,2012-09-27T22:15:44.923210,1
2296,1885,2012-09-27T22:15:28.118940,1
2333,2296,2012-09-27T21:48:13.799530,1
2296,2333,2012-09-27T21:42:55.932810,1
2194,2198,2012-09-27T20:57:35.713620,2
2194,13,2012-09-27T20:51:01.911550,2
13,2194,2012-09-27T20:45:58.284480,1
2194,2600,2012-09-27T20:16:11.951010,1
2600,2194,2012-09-27T20:11:00.459670,1
2067,1954,2012-09-27T18:36:36.207010,1
1919,2686,2012-09-27T18:11:49.457290,2
1201,2194,2012-09-27T17:40:28.976560,3
2173,507,2012-09-27T17:32:34.877630,4
1810,2666,2012-09-27T15:52:41.868250,-10
1334,2666,2012-09-27T15:51:01.654730,-10
905,57,2012-09-27T15:44:45.186280,10
2262,2194,2012-09-27T15:09:52.182120,1
2690,1899,2012-09-27T13:53:04.676610,1
2676,2689,2012-09-27T13:45:54.235490,1
2677,2689,2012-09-27T13:44:51.897810,3
2194,2262,2012-09-27T11:37:25.054750,1
2536,2538,2012-09-27T09:07:23.842940,1
2635,2485,2012-09-27T08:54:26.370550,2
2128,2118,2012-09-27T06:51:09.358480,10
2647,2173,2012-09-27T05:19:00.952820,1
2173,2607,2012-09-27T05:13:54.401930,1
2173,2647,2012-09-27T05:09:00.104900,1
1829,2125,2012-09-27T00:35:14.913940,1
2538,2536,2012-09-27T00:19:57.308860,2
2341,2176,2012-09-26T23:41:42.638660,1
2176,2341,2012-09-26T23:39:33.582500,1
1899,202,2012-09-26T20:12:31.104120,1
202,1899,2012-09-26T20:11:41.767780,1
2028,1954,2012-09-26T19:48:18.520790,1
2028,2296,2012-09-26T19:19:18.669860,1
1735,2233,2012-09-26T16:52:31.296990,1
2194,1584,2012-09-26T16:42:39.780600,1
2173,2682,2012-09-26T16:37:04.163810,-10
2173,2684,2012-09-26T16:36:45.722970,-10
2173,2680,2012-09-26T16:36:29.948400,-10
2173,2683,2012-09-26T16:35:48.713930,-10
1396,1386,2012-09-26T15:51:18.459550,8
1396,1316,2012-09-26T15:50:32.070110,8
35,2687,2012-09-26T14:39:49.725520,1
2636,1396,2012-09-26T10:39:12.421140,1
1396,2636,2012-09-26T10:36:10.712780,1
2590,202,2012-09-26T08:43:43.478690,2
202,2590,2012-09-26T08:43:07.885610,2
1823,2538,2012-09-26T06:34:04.147950,1
2173,1953,2012-09-26T05:10:32.669140,1
2173,1543,2012-09-26T04:45:28.507150,-10
2485,2635,2012-09-26T03:52:50.669810,1
2686,2538,2012-09-26T01:40:18.479040,1
2538,2686,2012-09-26T01:20:37.763640,1
2159,2296,2012-09-26T00:15:19.132050,1
2296,2159,2012-09-26T00:14:20.372840,1
2296,135,2012-09-25T22:28:38.068070,2
2296,2683,2012-09-25T22:27:05.610660,-10
2296,2682,2012-09-25T22:26:56.379500,-10
2296,2680,2012-09-25T22:26:39.565870,-10
2296,2684,2012-09-25T22:26:32.672020,-10
135,2684,2012-09-25T22:24:43.530710,-10
135,2680,2012-09-25T22:24:39.370710,-10
135,2682,2012-09-25T22:24:34.231330,-10
135,2683,2012-09-25T22:24:21.456790,-10
1810,135,2012-09-25T22:24:09.513330,5
2685,2683,2012-09-25T20:48:44.119560,10
2683,2685,2012-09-25T20:44:21.937230,10
2668,1543,2012-09-25T18:55:29.735320,1
2668,2674,2012-09-25T17:53:51.604040,-10
2404,2275,2012-09-25T17:53:22.541580,1
2275,2404,2012-09-25T17:52:21.588790,1
2159,546,2012-09-25T17:45:11.564720,3
2635,2159,2012-09-25T17:34:33.382030,1
2067,2275,2012-09-25T17:27:48.757190,2
2194,2259,2012-09-25T17:04:38.496620,2
2682,2028,2012-09-25T17:03:18.836810,5
2684,2028,2012-09-25T17:02:30.473410,5
2684,2173,2012-09-25T17:02:19.912410,-10
2684,425,2012-09-25T17:02:11.483740,-10
2684,2293,2012-09-25T17:02:00.412110,-10
2684,1953,2012-09-25T17:01:47.504420,-10
2684,135,2012-09-25T17:01:34.726580,-10
2684,905,2012-09-25T17:01:16.971960,10
2684,2125,2012-09-25T17:01:00.653350,1
1543,2173,2012-09-25T17:00:09.435650,-10
1543,425,2012-09-25T17:00:04.150410,-10
1543,2293,2012-09-25T16:59:58.910840,-10
1543,1953,2012-09-25T16:59:54.191300,-10
1543,135,2012-09-25T16:59:22.011030,-10
2680,2173,2012-09-25T16:59:19.690430,-10
2680,425,2012-09-25T16:59:10.393770,-10
2680,2293,2012-09-25T16:58:59.720370,-10
2680,135,2012-09-25T16:58:50.891380,-10
2684,1810,2012-09-25T16:58:30.751240,3
2680,2684,2012-09-25T16:58:24.141100,10
2682,2173,2012-09-25T16:58:22.344470,-10
2682,425,2012-09-25T16:58:22.202800,-10
2682,2293,2012-09-25T16:58:22.128670,-10
2682,1953,2012-09-25T16:58:21.989230,-10
2682,135,2012-09-25T16:58:21.719500,-10
1543,2684,2012-09-25T16:57:24.366630,10
2683,2173,2012-09-25T16:56:26.088070,-10
2683,1953,2012-09-25T16:54:43.516290,-10
2683,135,2012-09-25T16:54:32.277250,-10
2683,2485,2012-09-25T16:46:04.236400,2
2683,2682,2012-09-25T16:45:43.440970,5
2683,1543,2012-09-25T16:45:06.888030,10
1543,2680,2012-09-25T16:44:57.984370,10
1543,2682,2012-09-25T16:44:38.137980,9
2680,2485,2012-09-25T16:43:58.080470,8
2682,2683,2012-09-25T16:43:38.317050,10
2680,2683,2012-09-25T16:42:32.804020,10
1543,2683,2012-09-25T16:41:07.184610,10
1543,2085,2012-09-25T16:39:01.848740,5
2085,1543,2012-09-25T16:38:02.616330,5
2680,905,2012-09-25T16:06:43.128070,10
2682,1201,2012-09-25T16:03:25.029190,10
2682,2680,2012-09-25T16:03:12.569970,10
2682,1810,2012-09-25T16:03:05.944150,10
2538,242,2012-09-25T16:02:17.215690,1
2682,1543,2012-09-25T16:01:58.994770,10
2682,2176,2012-09-25T16:00:06.847190,10
2680,2176,2012-09-25T15:58:52.690190,10
2680,1810,2012-09-25T15:58:44.746160,10
2680,2682,2012-09-25T15:51:56.387020,10
2680,1543,2012-09-25T15:51:51.647100,10
35,2118,2012-09-25T15:43:30.834490,2
2173,2310,2012-09-25T14:41:20.160480,1
2310,2173,2012-09-25T14:29:28.522130,1
1810,2632,2012-09-25T14:25:42.767980,-10
1810,2672,2012-09-25T13:49:53.103940,-10
1810,2631,2012-09-25T13:41:03.411850,-10
1810,2548,2012-09-25T13:29:06.637260,-10
1810,2628,2012-09-25T13:28:17.493080,-10
2681,2416,2012-09-25T13:28:10.452270,3
1810,2669,2012-09-25T13:27:15.970350,-10
2416,2681,2012-09-25T13:26:49.027340,3
1810,2670,2012-09-25T13:26:41.278390,-10
1810,2671,2012-09-25T13:25:58.635830,-10
1810,2657,2012-09-25T13:25:31.198660,-10
2665,1948,2012-09-25T12:46:19.284690,8
2665,1615,2012-09-25T12:43:36.037210,5
2581,2536,2012-09-25T12:11:38.359730,2
1565,1543,2012-09-25T11:44:18.091360,-1
2668,2670,2012-09-25T10:13:39.258030,-10
2628,2548,2012-09-25T09:40:35.091980,10
2628,2571,2012-09-25T09:40:13.918320,10
2628,2574,2012-09-25T09:39:54.834730,10
2628,1543,2012-09-25T09:39:42.205470,10
2628,1810,2012-09-25T09:39:10.784200,10
2631,2571,2012-09-25T09:38:09.012270,10
2631,2570,2012-09-25T09:37:48.084740,10
2631,2666,2012-09-25T09:37:08.060610,10
2631,2574,2012-09-25T09:36:59.685770,10
2631,2634,2012-09-25T09:36:19.654730,10
2631,1810,2012-09-25T09:35:45.893370,-10
2632,1543,2012-09-25T09:32:35.585320,10
2632,1810,2012-09-25T09:32:17.629620,-10
2632,2631,2012-09-25T09:31:30.286840,10
2632,2629,2012-09-25T09:31:08.691040,10
2632,2628,2012-09-25T09:30:48.824860,10
2672,2628,2012-09-25T09:26:45.342720,10
2672,2632,2012-09-25T09:26:29.548160,10
2672,2629,2012-09-25T09:26:16.892850,10
2672,2631,2012-09-25T09:25:50.402710,10
2672,2067,2012-09-25T09:21:54.876800,9
2678,2674,2012-09-25T09:20:22.992240,3
2678,2672,2012-09-25T09:19:39.280910,9
1396,1543,2012-09-25T09:19:15.303420,-4
2678,2671,2012-09-25T09:18:52.857710,10
2678,2067,2012-09-25T09:18:28.604170,-4
2657,2678,2012-09-25T09:17:34.371130,2
135,1543,2012-09-25T09:16:23.465180,-10
2675,2633,2012-09-25T09:13:59.183800,9
2675,2674,2012-09-25T09:12:21.780080,1
2676,2674,2012-09-25T09:10:47.261560,3
2677,2675,2012-09-25T09:06:37.101500,2
2677,2676,2012-09-25T09:05:51.233170,5
2674,2676,2012-09-25T09:05:38.845030,1
2677,2674,2012-09-25T09:04:46.685170,3
2674,2677,2012-09-25T09:03:29.501880,3
2674,2675,2012-09-25T08:57:29.451310,3
2657,2674,2012-09-25T08:55:44.447820,4
2657,2672,2012-09-25T08:38:19.896440,9
1967,1331,2012-09-25T08:36:56.889090,-1
2067,2633,2012-09-25T08:36:25.443190,-10
2067,2673,2012-09-25T08:36:15.234670,-10
2067,2669,2012-09-25T08:29:57.648780,-10
2067,2672,2012-09-25T08:29:29.122680,-10
2067,2670,2012-09-25T08:28:50.897320,-10
2670,2673,2012-09-25T08:28:25.259780,6
2670,2633,2012-09-25T08:28:07.907590,9
2067,2657,2012-09-25T08:27:59.515870,-10
2670,2672,2012-09-25T08:27:56.743090,9
2067,2671,2012-09-25T08:27:30.948500,-10
2670,2671,2012-09-25T08:26:49.531130,9
2670,1543,2012-09-25T08:21:25.500130,-10
135,1386,2012-09-25T08:17:32.613480,7
2671,2670,2012-09-25T07:56:56.134380,5
2670,2657,2012-09-25T07:52:28.172640,8
2657,2670,2012-09-25T07:51:05.710300,8
2670,2669,2012-09-25T07:48:35.085870,10
2669,2670,2012-09-25T07:47:26.434570,6
2669,2657,2012-09-25T07:46:13.612900,2
2657,2669,2012-09-25T07:44:11.473690,1
1396,192,2012-09-25T06:53:31.473040,4
1352,1331,2012-09-25T05:55:21.145930,-1
2668,1810,2012-09-25T04:23:08.187600,1
1810,2668,2012-09-25T03:29:57.299920,1
1810,1819,2012-09-25T01:55:24.802260,5
2589,1557,2012-09-25T01:27:41.653660,2
1557,2589,2012-09-25T01:27:27.030050,1
1810,1829,2012-09-25T00:37:10.057740,1
2667,2125,2012-09-25T00:30:01.429310,3
2125,2667,2012-09-25T00:27:35.659240,1
2635,2028,2012-09-24T23:30:56.127090,1
2666,2657,2012-09-24T22:55:06.216910,2
2657,2666,2012-09-24T22:54:28.790750,2
1615,2665,2012-09-24T22:22:27.395160,2
2309,242,2012-09-24T21:52:18.660160,2
2664,2635,2012-09-24T20:46:50.368380,1
2635,2664,2012-09-24T20:43:35.633930,1
242,2309,2012-09-24T18:06:48.506500,2
1802,1383,2012-09-24T17:16:12.242200,-10
2581,304,2012-09-24T16:30:20.057100,2
2125,2396,2012-09-24T12:50:55.880510,2
2485,2546,2012-09-24T12:40:12.250550,-1
35,2663,2012-09-24T12:39:00.876650,1
35,2646,2012-09-24T12:38:51.907010,1
2378,2640,2012-09-24T11:14:04.507230,-10
2658,2485,2012-09-24T09:47:36.945840,1
2485,2658,2012-09-24T09:43:17.254510,1
2173,2194,2012-09-24T09:13:12.113510,5
2194,2173,2012-09-24T09:11:15.710120,5
500,2113,2012-09-24T05:44:51.030290,3
2194,35,2012-09-24T05:23:24.118920,1
35,2194,2012-09-24T05:22:49.820810,1
2662,2655,2012-09-24T04:35:20.524190,1
2662,2289,2012-09-24T04:28:43.616730,1
2289,2662,2012-09-24T04:27:54.203080,1
2176,2661,2012-09-24T00:10:15.081750,1
2173,57,2012-09-23T20:40:34.540210,1
2660,2636,2012-09-23T20:21:56.618760,1
2636,2660,2012-09-23T20:11:37.301250,1
1788,2028,2012-09-23T19:39:34.939680,1
2028,1788,2012-09-23T19:38:40.037260,1
2636,2028,2012-09-23T17:18:17.153780,4
2028,2636,2012-09-23T17:13:36.926750,2
1386,1543,2012-09-23T13:44:55.609440,-5
1840,1366,2012-09-23T12:40:50.567390,3
171,937,2012-09-23T12:28:30.035360,3
2341,2173,2012-09-23T10:45:51.343410,1
2658,35,2012-09-23T04:25:38.421060,1
2659,2658,2012-09-23T03:18:40.008340,10
2658,2659,2012-09-23T03:13:44.940980,1
2657,1849,2012-09-22T21:49:00.477340,3
1334,1815,2012-09-22T18:01:57.283550,2
2028,1,2012-09-22T17:28:13.794530,7
1967,2028,2012-09-22T17:17:13.447050,2
2028,1967,2012-09-22T17:15:35.247170,2
2067,2639,2012-09-22T16:20:59.869740,-10
1352,309,2012-09-22T16:11:20.539080,2
1352,1714,2012-09-22T16:10:57.666860,2
1352,1478,2012-09-22T16:09:51.283050,2
1779,1412,2012-09-22T16:08:37.787980,1
1352,664,2012-09-22T16:08:20.901110,3
1412,1779,2012-09-22T16:08:00.737670,1
1352,1386,2012-09-22T15:57:47.093450,5
2028,2315,2012-09-22T12:06:21.051380,1
2635,2315,2012-09-22T11:34:35.659480,1
2370,2173,2012-09-22T07:17:02.030740,5
2173,2370,2012-09-22T07:13:16.680590,5
35,2655,2012-09-22T04:43:54.415640,1
35,2653,2012-09-22T04:43:20.069380,1
2651,1810,2012-09-21T23:06:12.979710,1
1810,2651,2012-09-21T23:04:26.901260,1
1810,2639,2012-09-21T22:39:19.282620,-3
2649,2028,2012-09-21T22:03:47.952130,1
2028,2649,2012-09-21T22:01:16.111270,1
2646,35,2012-09-21T18:07:02.881810,1
2028,1565,2012-09-21T16:52:57.176310,2
2536,2125,2012-09-21T16:50:56.770190,1
1899,1815,2012-09-21T16:16:37.153450,2
1764,304,2012-09-21T16:09:03.839020,5
2067,2648,2012-09-21T16:00:32.199120,-3
1815,1899,2012-09-21T15:30:41.815250,2
2437,2028,2012-09-21T15:14:48.141620,1
2028,2437,2012-09-21T15:12:24.832080,1
1731,2590,2012-09-21T15:11:20.045920,1
2590,1731,2012-09-21T15:10:54.376920,1
1565,2173,2012-09-21T14:52:30.021750,1
2648,2590,2012-09-21T13:58:39.347020,1
2590,2648,2012-09-21T13:58:20.400670,1
2173,1565,2012-09-21T13:57:52.774090,1
1810,2125,2012-09-21T13:18:30.745730,2
132,1,2012-09-21T12:49:46.717970,10
2636,2173,2012-09-21T11:28:07.476580,2
2173,2636,2012-09-21T11:25:15.654170,1
2647,925,2012-09-21T10:59:47.241740,-10
2636,2647,2012-09-21T10:50:32.349680,1
2636,2640,2012-09-21T10:43:22.182510,-3
2590,2639,2012-09-21T10:29:53.642540,-3
2636,2639,2012-09-21T10:23:12.996090,-1
1615,1973,2012-09-21T10:15:15.566400,1
2293,1383,2012-09-21T10:00:19.064420,-10
2378,2646,2012-09-21T08:49:16.394800,1
2645,2635,2012-09-21T04:07:54.143670,1
2635,2645,2012-09-21T03:53:28.649510,1
2644,2296,2012-09-21T01:11:49.539260,2
2296,2644,2012-09-21T00:57:43.050010,1
2328,2205,2012-09-20T19:55:45.185290,1
2328,2198,2012-09-20T19:51:52.423430,2
2399,2642,2012-09-20T19:40:16.087530,1
2642,2399,2012-09-20T19:36:04.198850,1
1899,2399,2012-09-20T19:35:48.210780,2
2643,2642,2012-09-20T19:34:50.156440,5
2642,2643,2012-09-20T19:34:22.692050,5
2438,2028,2012-09-20T19:33:23.486450,1
2028,2438,2012-09-20T19:26:51.153850,1
2642,1752,2012-09-20T19:25:16.264410,5
1752,2642,2012-09-20T19:12:55.529540,3
2399,1899,2012-09-20T19:11:19.465530,5
2485,905,2012-09-20T18:50:46.014940,1
2438,2328,2012-09-20T18:47:14.157560,1
2328,2438,2012-09-20T18:46:27.124020,1
2635,2594,2012-09-20T18:37:06.558450,1
2067,2640,2012-09-20T18:06:42.808310,-3
2067,2606,2012-09-20T18:00:43.212900,-10
1810,2605,2012-09-20T17:24:37.274670,1
2605,1810,2012-09-20T17:24:16.687480,1
2125,2593,2012-09-20T16:37:42.115290,1
2397,7,2012-09-20T16:27:33.497970,6
2028,2329,2012-09-20T16:03:02.466300,4
2174,2388,2012-09-20T16:00:15.665240,2
2427,1217,2012-09-20T13:12:25.472330,5
1752,1774,2012-09-20T13:01:01.158260,5
2641,2485,2012-09-20T13:00:06.267210,2
1774,1752,2012-09-20T12:57:23.052250,8
2640,2636,2012-09-20T12:42:58.916390,5
1615,2192,2012-09-20T11:19:19.459420,3
2378,2590,2012-09-20T07:18:01.660450,1
2378,1731,2012-09-20T07:17:38.875140,1
2378,35,2012-09-20T07:17:04.697690,1
35,2538,2012-09-20T03:29:05.629750,1
2639,1810,2012-09-20T03:14:19.841060,1
2639,363,2012-09-20T03:13:55.119920,1
363,2639,2012-09-20T03:13:30.260840,1
2538,35,2012-09-20T01:50:52.968900,1
2296,2561,2012-09-20T01:50:20.683900,-10
2638,1810,2012-09-20T01:15:06.071240,1
1810,2638,2012-09-20T01:13:48.920870,1
1317,2311,2012-09-20T01:08:48.213390,1
2311,1317,2012-09-20T01:06:49.112090,1
2637,2635,2012-09-19T23:44:00.763350,9
2635,2637,2012-09-19T23:32:02.237090,1
304,2636,2012-09-19T22:27:06.479100,1
425,1352,2012-09-19T20:27:40.653750,3
1352,425,2012-09-19T20:27:02.602590,3
1352,1528,2012-09-19T20:25:07.377030,3
2328,2090,2012-09-19T19:43:32.985700,-10
2328,1383,2012-09-19T19:36:26.877460,-10
1396,2451,2012-09-19T16:22:18.944720,2
57,2593,2012-09-19T15:49:26.643510,1
2535,2564,2012-09-19T14:56:06.693170,1
2593,57,2012-09-19T14:29:43.301560,2
2485,2198,2012-09-19T12:43:19.049090,1
1615,2070,2012-09-19T08:46:39.224100,4
2044,2125,2012-09-19T00:56:17.122400,5
2159,2635,2012-09-19T00:15:29.204650,1
546,2159,2012-09-18T23:31:12.332450,2
2067,2634,2012-09-18T23:07:52.788860,-10
2176,2568,2012-09-18T23:07:51.143650,-10
2067,2631,2012-09-18T23:04:57.012300,-10
2067,2632,2012-09-18T22:59:05.273250,-10
2568,2632,2012-09-18T22:56:04.496400,1
2568,2633,2012-09-18T22:55:36.029800,2
1396,1366,2012-09-18T21:13:04.616700,3
2067,2629,2012-09-18T20:39:54.225690,-10
2067,2568,2012-09-18T20:39:37.183260,-10
2067,2628,2012-09-18T20:38:56.355820,-10
2252,1967,2012-09-18T20:17:31.980180,1
1967,2252,2012-09-18T20:13:57.642070,1
1899,2561,2012-09-18T20:03:30.911870,-2
2054,2194,2012-09-18T20:02:12.629020,3
2568,2631,2012-09-18T19:17:42.538250,1
2123,2630,2012-09-18T19:00:13.997510,2
2630,2628,2012-09-18T18:42:13.034360,1
2630,2123,2012-09-18T17:50:03.776420,1
2630,546,2012-09-18T17:42:39.294220,1
546,2630,2012-09-18T17:41:48.813810,1
1810,2629,2012-09-18T16:35:55.842510,-10
1810,2568,2012-09-18T16:34:06.329570,-10
2568,2629,2012-09-18T16:29:19.236930,3
2568,2628,2012-09-18T16:28:51.498700,1
2627,546,2012-09-18T16:16:34.698510,1
546,2627,2012-09-18T16:11:42.142000,1
1810,2585,2012-09-18T16:06:47.948180,-10
2538,2585,2012-09-18T16:04:44.017590,-10
1810,2621,2012-09-18T15:59:32.307390,-10
2626,2125,2012-09-18T15:58:50.671320,2
1810,2623,2012-09-18T15:58:36.586320,-10
1810,2622,2012-09-18T15:58:04.832680,-10
2125,2626,2012-09-18T15:57:41.033020,1
1810,2597,2012-09-18T15:54:51.826140,-10
2399,1584,2012-09-18T15:49:33.025990,1
1584,2399,2012-09-18T15:49:27.399500,1
1832,2561,2012-09-18T15:35:19.094580,-10
492,2561,2012-09-18T15:34:51.982850,-1
2328,2561,2012-09-18T15:30:31.640690,-5
2045,2325,2012-09-18T15:15:39.500930,1
2325,2045,2012-09-18T15:13:29.074540,1
2325,2328,2012-09-18T15:13:16.700400,1
2176,2311,2012-09-18T15:06:48.285200,1
2311,2176,2012-09-18T15:06:02.638590,1
1731,2378,2012-09-18T14:27:38.013300,1
2378,2434,2012-09-18T13:32:24.300460,-10
2378,2480,2012-09-18T13:32:10.043810,-10
2172,35,2012-09-18T13:26:38.733790,2
1832,2378,2012-09-18T13:07:06.661850,2
2040,1948,2012-09-18T10:51:35.764530,1
2040,1201,2012-09-18T10:50:09.631540,2
2040,905,2012-09-18T10:49:10.422680,3
2040,1620,2012-09-18T10:42:44.005940,3
2040,2625,2012-09-18T10:39:59.135530,6
2378,2624,2012-09-18T08:30:59.098160,1
2067,2621,2012-09-18T08:01:55.652890,-10
2067,2623,2012-09-18T08:01:24.738550,-10
2067,2622,2012-09-18T08:01:13.138850,-10
35,28,2012-09-18T01:32:32.261640,1
1819,2198,2012-09-18T01:15:11.483980,7
2622,2623,2012-09-18T01:05:34.470110,9
2622,2621,2012-09-18T01:05:03.857100,4
2623,2621,2012-09-18T01:03:48.296680,2
2623,2622,2012-09-18T01:03:29.015040,4
2585,2623,2012-09-18T01:02:02.846870,8
2585,2622,2012-09-18T01:01:50.476650,9
28,35,2012-09-18T01:01:20.314530,1
2585,2621,2012-09-18T00:51:04.262120,3
2620,1731,2012-09-18T00:03:43.919840,3
2174,1832,2012-09-18T00:01:18.998640,2
1832,2174,2012-09-17T23:58:39.344480,2
1731,2620,2012-09-17T23:30:54.525830,1
2034,2198,2012-09-17T22:35:35.867350,1
2561,2484,2012-09-17T22:27:15.682870,1
2561,1832,2012-09-17T22:13:23.675660,1
1565,2017,2012-09-17T20:38:07.349890,-1
241,340,2012-09-17T19:50:50.201190,6
241,1,2012-09-17T19:33:01.844330,8
1363,2619,2012-09-17T19:16:08.756370,-10
1815,2484,2012-09-17T17:10:37.423760,4
135,2176,2012-09-17T17:00:00.166270,1
2070,1615,2012-09-17T15:43:45.517300,4
2611,2113,2012-09-17T14:39:23.940970,2
132,1383,2012-09-17T14:20:03.612730,-10
1396,1383,2012-09-17T13:43:41.373710,-5
2235,1383,2012-09-17T13:36:54.349140,-1
13,1916,2012-09-17T13:19:57.658470,2
1916,710,2012-09-17T12:04:17.500720,1
710,1916,2012-09-17T11:49:23.169040,1
2616,35,2012-09-17T11:31:37.043260,10
2067,2617,2012-09-17T08:42:38.062920,-10
1810,2617,2012-09-17T08:34:12.136370,-10
35,2616,2012-09-17T07:50:17.468040,1
2344,1886,2012-09-17T01:09:56.294680,1
1886,2344,2012-09-17T01:09:01.372510,1
1886,13,2012-09-17T00:40:44.425870,1
13,1886,2012-09-17T00:38:03.888690,1
2615,13,2012-09-17T00:11:06.073770,1
